2025-02-07 13:57:52, 0, 1, 0, 1
2025-02-07 13:58:17, 0, 1, 0, 1
2025-02-07 13:58:33, 0, 1, 0, 1
2025-02-07 13:59:12, 0, 1, 0, 1
2025-02-07 15:26:04, 0, 1, 0, 1
2025-02-07 15:27:39, 0, 1, 0, 1
2025-02-07 15:46:13, 0, 1, 0, 1
2025-02-07 15:50:03, 0, 1, 0, 1
2025-02-07 15:52:08, 0, 1, 0, 1
2025-02-07 15:54:35, 0, 1, 0, 1
2025-02-07 15:58:35, 0, 1, 0, 1
2025-02-07 16:02:23, 0, 1, 0, 1
2025-02-15 12:35:00, 0, 1, 0, 0
2025-02-15 12:37:04, 0, 1, 0, 1
2025-02-15 12:54:11, 0, 1, 0, 1
2025-02-15 13:04:02, 0, 1, 0, 1
