timestamp,lat/lon,ph,temp,orp,depth,o2
2025-11-26T04:39:42.605780,"0.0,0.0",8.15999984741211,18.170000076293945,0.0,-2.200000047683716,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.131999969482422,18.459999084472656,0.0,7.299999713897705,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.02400016784668,18.279998779296875,0.0,17.399999618530273,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.018000602722168,18.479999542236328,0.0,36.599998474121094,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.130000114440918,18.549999237060547,0.0,44.099998474121094,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",7.983999729156494,18.599998474121094,0.0,67.79999542236328,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.13599967956543,18.90999984741211,0.0,77.5,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.018000602722168,18.719999313354492,0.0,81.19999694824219,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.010000228881836,18.799999237060547,0.0,88.5,0.0
2025-11-26T04:39:42.605780,"0.0,0.0",8.041999816894531,18.809999465942383,0.0,98.4000015258789,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.050000190734863,18.26999855041504,0.0,-3.200000047683716,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.031999588012695,18.469999313354492,0.0,5.399999618530273,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.053999900817871,18.3799991607666,0.0,15.0,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",7.995999336242676,18.44999885559082,0.0,30.19999885559082,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.067999839782715,18.689998626708984,0.0,40.20000076293945,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.119999885559082,18.559999465942383,0.0,42.39999771118164,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.154000282287598,18.869998931884766,0.0,64.5999984741211,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.156000137329102,18.78999900817871,0.0,76.9000015258789,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.07800006866455,18.889999389648438,0.0,85.69999694824219,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.069999694824219,18.78999900817871,0.0,95.0999984741211,0.0
2025-11-26T04:40:41.557727,"0.0,0.0",8.071999549865723,18.939998626708984,0.0,101.0,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.050000190734863,18.369998931884766,0.0,2.0,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.211999893188477,18.349998474121094,0.0,6.0,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.043999671936035,18.509998321533203,0.0,21.19999885559082,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.026000022888184,18.349998474121094,0.0,23.69999885559082,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.109999656677246,18.709999084472656,0.0,46.099998474121094,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.101999282836914,18.649999618530273,0.0,56.39999771118164,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.11400032043457,18.67999839782715,0.0,68.19999694824219,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.015999794006348,18.67999839782715,0.0,69.79999542236328,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",8.008000373840332,18.689998626708984,0.0,83.29999542236328,0.0
2025-11-26T04:42:18.849218,"0.0,0.0",7.970000267028809,18.759998321533203,0.0,90.5999984741211,0.0
